from	to	score	weight
MAPK11	SQSTM1	0.502	0.502
ATF4	SQSTM1	0.453	0.453
ATG101	SQSTM1	0.715	0.715
SQSTM1	TUBB	0.403	0.403
HNRNPA1	SQSTM1	0.459	0.459
SQSTM1	UBQLN2	0.794	0.794
HNRNPA2B1	SQSTM1	0.512	0.512
PIK3R4	SQSTM1	0.793	0.793
SQSTM1	VCP	0.884	0.884
ATG2B	SQSTM1	0.574	0.574
MATR3-2	SQSTM1	0.551	0.551
MTOR	SQSTM1	0.953	0.953
DCTN1	SQSTM1	0.776	0.776
BECN1	SQSTM1	0.958	0.958
PSMB5	SQSTM1	0.506	0.506
PRKN	SQSTM1	0.987	0.987
SQSTM1	TPR	0.554	0.554
ATF6	SQSTM1	0.471	0.471
PSMD4	SQSTM1	0.759	0.759
RAB39B	SQSTM1	0.966	0.966
PSMA7	SQSTM1	0.437	0.437
PINK1	SQSTM1	0.979	0.979
BCL2L1	SQSTM1	0.485	0.485
SQSTM1	UBQLN1	0.515	0.515
HDAC6	SQSTM1	0.979	0.979
ATG2A	SQSTM1	0.545	0.545
OPTN	SQSTM1	0.994	0.994
ALYREF	SQSTM1	0.414	0.414
PSMD14	SQSTM1	0.418	0.418
DDIT3	SQSTM1	0.44	0.44
CASP1	SQSTM1	0.451	0.451
APAF1	SQSTM1	0.47	0.47
DCTN2	SQSTM1	0.476	0.476
SQSTM1	TOMM40	0.481	0.481
COX4I1	SQSTM1	0.496	0.496
ATXN2	SQSTM1	0.513	0.513
KLC1	SQSTM1	0.598	0.598
SMCR8	SQSTM1	0.599	0.599
PSMC2	SQSTM1	0.603	0.603
SQSTM1	TUBA1A	0.613	0.613
BECN2	SQSTM1	0.615	0.615
SQSTM1	VAPB	0.66	0.66
SQSTM1	TNF	0.675	0.675
ERN1	SQSTM1	0.712	0.712
ACTB	SQSTM1	0.725	0.725
SQSTM1	ULK2	0.758	0.758
BCL2	SQSTM1	0.812	0.812
C9orf72	SQSTM1	0.82	0.82
SQSTM1	VDAC1	0.994	0.994
GABARAPL1	SQSTM1	0.999	0.999
PSMA3	SRSF3	0.453	0.453
NUP107	SRSF3	0.479	0.479
NUP155	SRSF3	0.424	0.424
SRSF3	TARDBP	0.921	0.921
NUP85	SRSF3	0.427	0.427
FUS	SRSF3	0.827	0.827
NUP210	SRSF3	0.405	0.405
NXT1	SRSF3	0.68	0.68
NUP133	SRSF3	0.463	0.463
PSMA6	SRSF3	0.487	0.487
NUP54	SRSF3	0.536	0.536
SRSF3	TP53	0.407	0.407
RANBP2	SRSF3	0.575	0.575
NUP205	SRSF3	0.451	0.451
NUP35	SRSF3	0.512	0.512
GLE1	SRSF3	0.497	0.497
NUP93	SRSF3	0.482	0.482
NUP98	SRSF3	0.591	0.591
SRSF3	SRSF7	0.997	0.997
HNRNPA1	SRSF3	0.97	0.97
NUP43	SRSF3	0.558	0.558
NUP50	SRSF3	0.476	0.476
HNRNPA2B1	SRSF3	0.976	0.976
NUP214	SRSF3	0.529	0.529
MATR3-2	SRSF3	0.764	0.764
SRSF3	TPR	0.606	0.606
NDC1	SRSF3	0.419	0.419
NUP188	SRSF3	0.41	0.41
POM121	SRSF3	0.4	0.4
POM121C	SRSF3	0.41	0.41
NUP58	SRSF3	0.424	0.424
SEC13	SRSF3	0.461	0.461
NUP160	SRSF3	0.472	0.472
NUP88	SRSF3	0.487	0.487
NUP37	SRSF3	0.503	0.503
NUP62	SRSF3	0.535	0.535
NUP153	SRSF3	0.544	0.544
SEH1L	SRSF3	0.547	0.547
RAE1	SRSF3	0.601	0.601
NXF5	SRSF3	0.66	0.66
NXF2B	SRSF3	0.682	0.682
NXF3	SRSF3	0.7	0.7
NCBP1	SRSF3	0.727	0.727
HNRNPA3	SRSF3	0.752	0.752
ALYREF	SRSF3	0.95	0.95
NXF1	SRSF3	0.997	0.997
NUP107	SRSF7	0.505	0.505
NUP155	SRSF7	0.419	0.419
SRSF7	TARDBP	0.791	0.791
NUP85	SRSF7	0.439	0.439
FUS	SRSF7	0.686	0.686
NUP210	SRSF7	0.405	0.405
NXT1	SRSF7	0.571	0.571
NUP133	SRSF7	0.461	0.461
NUP54	SRSF7	0.497	0.497
RANBP2	SRSF7	0.539	0.539
NUP205	SRSF7	0.421	0.421
NUP35	SRSF7	0.49	0.49
GLE1	SRSF7	0.471	0.471
NUP93	SRSF7	0.492	0.492
NUP98	SRSF7	0.543	0.543
POM121	SRSF7	0.4	0.4
POM121C	SRSF7	0.416	0.416
NUP58	SRSF7	0.416	0.416
NDC1	SRSF7	0.416	0.416
NUP188	SRSF7	0.416	0.416
NUP62	SRSF7	0.421	0.421
NUP50	SRSF7	0.435	0.435
NUP88	SRSF7	0.454	0.454
NUP214	SRSF7	0.466	0.466
SEC13	SRSF7	0.481	0.481
NUP153	SRSF7	0.487	0.487
NUP160	SRSF7	0.493	0.493
SEH1L	SRSF7	0.501	0.501
NUP37	SRSF7	0.503	0.503
SRSF7	TPR	0.545	0.545
NUP43	SRSF7	0.585	0.585
RAE1	SRSF7	0.585	0.585
NXF3	SRSF7	0.658	0.658
NXF2B	SRSF7	0.658	0.658
NXF5	SRSF7	0.658	0.658
NCBP1	SRSF7	0.75	0.75
MATR3-2	SRSF7	0.76	0.76
HNRNPA3	SRSF7	0.881	0.881
HNRNPA2B1	SRSF7	0.947	0.947
ALYREF	SRSF7	0.958	0.958
NXF1	SRSF7	0.962	0.962
HNRNPA1	SRSF7	0.964	0.964
SRSF3	SRSF7	0.997	0.997
TANK	TNFRSF1A	0.997	0.997
TANK	TRAF2	0.973	0.973
CASP1	TANK	0.403	0.403
ERN1	TANK	0.433	0.433
TANK	WDR41	0.456	0.456
TANK	TNFRSF1B	0.554	0.554
C9orf72	TANK	0.649	0.649
SQSTM1	TANK	0.922	0.922
SMCR8	TANK	0.925	0.925
OPTN	TANK	0.945	0.945
TANK	TNF	0.996	0.996
TANK	TBK1	0.999	0.999
PSMC4	TARDBP	0.413	0.413
NDUFB4	TARDBP	0.659	0.659
NDUFB7	TARDBP	0.656	0.656
TARDBP	XBP1	0.405	0.405
PSMA3	TARDBP	0.417	0.417
NEFM	TARDBP	0.41	0.41
SETX	TARDBP	0.862	0.862
PFN1	TARDBP	0.666	0.666
NUP107	TARDBP	0.43	0.43
FIG4	TARDBP	0.835	0.835
NDUFS7	TARDBP	0.657	0.657
PPP3R1	TARDBP	0.909	0.909
CYCS	TARDBP	0.407	0.407
NUP62	TARDBP	0.41	0.41
ANXA11	TARDBP	0.419	0.419
NXF1	TARDBP	0.431	0.431
PSMD1	TARDBP	0.433	0.433
NUP50	TARDBP	0.44	0.44
NCBP1	TARDBP	0.441	0.441
HSPA5	TARDBP	0.443	0.443
PSMA6	TARDBP	0.445	0.445
TARDBP	TPR	0.458	0.458
CASP3	TARDBP	0.458	0.458
SMCR8	TARDBP	0.46	0.46
NUP98	TARDBP	0.464	0.464
KIF5C	TARDBP	0.467	0.467
TARDBP	WDR41	0.486	0.486
TARDBP	TUBB	0.512	0.512
ACTB	TARDBP	0.529	0.529
TARDBP	TUBA4A	0.533	0.533
ANG	TARDBP	0.543	0.543
GRIA2	TARDBP	0.552	0.552
ATXN2L	TARDBP	0.572	0.572
TARDBP	VDAC1	0.577	0.577
EIF2S1	TARDBP	0.596	0.596
SPG11	TARDBP	0.602	0.602
SIGMAR1	TARDBP	0.603	0.603
PINK1	TARDBP	0.609	0.609
NDUFA11	TARDBP	0.65	0.65
MT-ND4L	TARDBP	0.65	0.65
NDUFB2	TARDBP	0.65	0.65
NDUFA4L2	TARDBP	0.65	0.65
NDUFA3	TARDBP	0.652	0.652
NDUFV3	TARDBP	0.652	0.652
NDUFS5	TARDBP	0.652	0.652
NDUFB3	TARDBP	0.652	0.652
NDUFC2	TARDBP	0.652	0.652
NDUFA13	TARDBP	0.652	0.652
NDUFS6	TARDBP	0.652	0.652
NDUFA9	TARDBP	0.652	0.652
NDUFA1	TARDBP	0.653	0.653
NDUFB10	TARDBP	0.654	0.654
NDUFA8	TARDBP	0.654	0.654
NDUFAB1	TARDBP	0.655	0.655
NDUFA2	TARDBP	0.656	0.656
NDUFC1	TARDBP	0.656	0.656
NDUFA7	TARDBP	0.657	0.657
NDUFB1	TARDBP	0.657	0.657
NDUFA12	TARDBP	0.657	0.657
NDUFA6	TARDBP	0.657	0.657
NDUFA4	TARDBP	0.658	0.658
KIF5A	TARDBP	0.659	0.659
NDUFB8	TARDBP	0.66	0.66
NDUFV1	TARDBP	0.661	0.661
MT-ND1	TARDBP	0.662	0.662
NDUFS1	TARDBP	0.662	0.662
NDUFB5	TARDBP	0.664	0.664
NDUFB6	TARDBP	0.666	0.666
NDUFS8	TARDBP	0.666	0.666
NDUFS4	TARDBP	0.667	0.667
NDUFB9	TARDBP	0.667	0.667
MT-ND4	TARDBP	0.667	0.667
GLE1	TARDBP	0.667	0.667
NDUFV2	TARDBP	0.668	0.668
NDUFA5	TARDBP	0.671	0.671
NDUFS2	TARDBP	0.672	0.672
NDUFS3	TARDBP	0.676	0.676
MT-ND5	TARDBP	0.677	0.677
NDUFA10	TARDBP	0.685	0.685
MT-ND2	TARDBP	0.692	0.692
SLC1A2	TARDBP	0.719	0.719
TARDBP	UBQLN4	0.727	0.727
TARDBP	TBK1	0.73	0.73
TARDBP	UBQLN3	0.731	0.731
NEFH	TARDBP	0.749	0.749
SRSF7	TARDBP	0.791	0.791
NEFL	TARDBP	0.791	0.791
DCTN1	TARDBP	0.791	0.791
ALYREF	TARDBP	0.809	0.809
MT-ND6	TARDBP	0.818	0.818
ALS2	TARDBP	0.828	0.828
MT-ND3	TARDBP	0.833	0.833
TARDBP	UBQLN1	0.836	0.836
CHMP2B	TARDBP	0.852	0.852
TARDBP	VAPB	0.891	0.891
PPP3R2	TARDBP	0.905	0.905
PPP3CB	TARDBP	0.912	0.912
HNRNPA3	TARDBP	0.919	0.919
PPP3CA	TARDBP	0.92	0.92
SRSF3	TARDBP	0.921	0.921
PPP3CC	TARDBP	0.941	0.941
C9orf72	TARDBP	0.943	0.943
SQSTM1	TARDBP	0.95	0.95
OPTN	TARDBP	0.954	0.954
TARDBP	VCP	0.964	0.964
TARDBP	UBQLN2	0.968	0.968
HDAC6	TARDBP	0.981	0.981
PRKN	TARDBP	0.984	0.984
SOD1	TARDBP	0.989	0.989
ATXN2	TARDBP	0.992	0.992
MATR3-2	TARDBP	0.996	0.996
HNRNPA1	TARDBP	0.997	0.997
HNRNPA2B1	TARDBP	0.998	0.998
FUS	TARDBP	0.999	0.999
RB1CC1	TBK1	0.879	0.879
GABARAPL2	TBK1	0.482	0.482
TBK1	TNFRSF1A	0.998	0.998
SETX	TBK1	0.449	0.449
PFN1	TBK1	0.446	0.446
FIG4	TBK1	0.438	0.438
TARDBP	TBK1	0.73	0.73
TBK1	TRAF2	0.998	0.998
TBK1	TUBA4A	0.496	0.496
FUS	TBK1	0.618	0.618
TANK	TBK1	0.999	0.999
SPG11	TBK1	0.448	0.448
PIK3C3	TBK1	0.446	0.446
CHMP2B	TBK1	0.727	0.727
ALS2	TBK1	0.518	0.518
TBK1	TP53	0.443	0.443
SOD1	TBK1	0.594	0.594
TBK1	WIPI2	0.775	0.775
TBK1	WDR41	0.498	0.498
RAB8A	TBK1	0.624	0.624
GABARAP	TBK1	0.45	0.45
CASP3	TBK1	0.53	0.53
TBK1	ULK1	0.604	0.604
HNRNPA1	TBK1	0.406	0.406
KIF5A	TBK1	0.425	0.425
DCTN1	TBK1	0.456	0.456
GABARAPL1	TBK1	0.483	0.483
TBK1	VAPB	0.523	0.523
MATR3-2	TBK1	0.534	0.534
ATXN2	TBK1	0.549	0.549
ACTB	TBK1	0.562	0.562
PINK1	TBK1	0.566	0.566
CASP1	TBK1	0.602	0.602
PRKN	TBK1	0.647	0.647
BECN1	TBK1	0.685	0.685
TBK1	VCP	0.692	0.692
MTOR	TBK1	0.722	0.722
HNRNPA2B1	TBK1	0.77	0.77
TBK1	UBQLN2	0.797	0.797
C9orf72	TBK1	0.881	0.881
SMCR8	TBK1	0.959	0.959
SQSTM1	TBK1	0.995	0.995
TBK1	TNF	0.998	0.998
OPTN	TBK1	0.999	0.999
PSMA4	TNF	0.433	0.433
PSMC4	TNF	0.481	0.481
TNF	TNFRSF1A	0.999	0.999
MAPK13	TNF	0.598	0.598
PSMD8	TNF	0.422	0.422
MAPK12	TNF	0.591	0.591
TNF	XBP1	0.55	0.55
PSMA3	TNF	0.468	0.468
PSMD7	TNF	0.431	0.431
PSMA2	TNF	0.461	0.461
MAPK14	TNF	0.839	0.839
TNF	TRAF2	0.999	0.999
FUS	TNF	0.51	0.51
EIF2S1	TNF	0.4	0.4
TANK	TNF	0.996	0.996
PSMB7	TNF	0.463	0.463
PSMC1	TNF	0.408	0.408
PSMA6	TNF	0.45	0.45
PSMD11	TNF	0.443	0.443
PSMB1	TNF	0.455	0.455
PSMD3	TNF	0.471	0.471
TNF	TP53	0.865	0.865
SOD1	TNF	0.574	0.574
PSMB6	TNF	0.581	0.581
PSMA5	TNF	0.431	0.431
RAB5A	TNF	0.524	0.524
SLC1A2	TNF	0.451	0.451
PSMB4	TNF	0.46	0.46
BAX	TNF	0.503	0.503
EIF2AK3	TNF	0.625	0.625
CYCS	TNF	0.81	0.81
PSMD1	TNF	0.433	0.433
PSMD2	TNF	0.595	0.595
PSMC5	TNF	0.431	0.431
CASP3	TNF	0.939	0.939
PSMA8	TNF	0.408	0.408
BID	TNF	0.467	0.467
HSPA5	TNF	0.663	0.663
NOS2	TNF	0.858	0.858
TBK1	TNF	0.998	0.998
CASP9	TNF	0.816	0.816
MAPK11	TNF	0.604	0.604
ATF4	TNF	0.405	0.405
TNF	TUBA1B	0.432	0.432
HNRNPA1	TNF	0.413	0.413
MAP2K3	TNF	0.497	0.497
PSMD12	TNF	0.433	0.433
MAP3K5	TNF	0.646	0.646
MTOR	TNF	0.671	0.671
GPX6	TNF	0.727	0.727
GPX7	TNF	0.723	0.723
MT-ND1	TNF	0.423	0.423
DCTN1	TNF	0.435	0.435
BECN1	TNF	0.602	0.602
PSMB5	TNF	0.503	0.503
ATF6	TNF	0.523	0.523
SDHC	TNF	0.474	0.474
PSMD4	TNF	0.513	0.513
PSMA7	TNF	0.625	0.625
PSMB2	TNF	0.573	0.573
PINK1	TNF	0.401	0.401
SDHB	TNF	0.435	0.435
BCL2L1	TNF	0.878	0.878
TNF	TNFRSF1B	0.999	0.999
HDAC6	TNF	0.435	0.435
OPTN	TNF	0.906	0.906
SEC13	TNF	0.437	0.437
GPX3	TNF	0.727	0.727
GPX2	TNF	0.725	0.725
SQSTM1	TNF	0.675	0.675
BCL2	TNF	0.885	0.885
PSMD14	TNF	0.476	0.476
PSMC2	TNF	0.432	0.432
GPX5	TNF	0.728	0.728
PSMB3	TNF	0.424	0.424
PSMC6	TNF	0.447	0.447
NEFL	TNF	0.452	0.452
PSMA1	TNF	0.462	0.462
PSMC3	TNF	0.463	0.463
C9orf72	TNF	0.499	0.499
DDIT3	TNF	0.518	0.518
NOS1	TNF	0.53	0.53
PSMD9	TNF	0.547	0.547
APAF1	TNF	0.694	0.694
GPX8	TNF	0.734	0.734
ACTB	TNF	0.847	0.847
ERN1	TNF	0.901	0.901
CASP1	TNF	0.904	0.904
BAX	TNFRSF1A	0.402	0.402
HSPA5	TNFRSF1A	0.425	0.425
MAPK14	TNFRSF1A	0.432	0.432
BAD	TNFRSF1A	0.491	0.491
ACTB	TNFRSF1A	0.523	0.523
APAF1	TNFRSF1A	0.599	0.599
BCL2L1	TNFRSF1A	0.613	0.613
CYCS	TNFRSF1A	0.622	0.622
ERN1	TNFRSF1A	0.627	0.627
CASP9	TNFRSF1A	0.634	0.634
BCL2	TNFRSF1A	0.661	0.661
PSMD2	TNFRSF1A	0.667	0.667
MAP3K5	TNFRSF1A	0.678	0.678
OPTN	TNFRSF1A	0.702	0.702
CASP1	TNFRSF1A	0.74	0.74
TNFRSF1A	TP53	0.741	0.741
BID	TNFRSF1A	0.8	0.8
CASP3	TNFRSF1A	0.853	0.853
DAXX	TNFRSF1A	0.944	0.944
TANK	TNFRSF1A	0.997	0.997
TBK1	TNFRSF1A	0.998	0.998
TNF	TNFRSF1A	0.999	0.999
TNFRSF1A	TRAF2	0.999	0.999
TNFRSF1A	TNFRSF1B	0.999	0.999
PSMA4	TNFRSF1B	0.412	0.412
PSMC4	TNFRSF1B	0.441	0.441
TNFRSF1A	TNFRSF1B	0.999	0.999
PSMD8	TNFRSF1B	0.41	0.41
PSMA3	TNFRSF1B	0.411	0.411
PSMD7	TNFRSF1B	0.4	0.4
PSMA2	TNFRSF1B	0.4	0.4
TNFRSF1B	TRAF2	0.994	0.994
TANK	TNFRSF1B	0.554	0.554
PSMB7	TNFRSF1B	0.416	0.416
PSMC1	TNFRSF1B	0.4	0.4
PSMA6	TNFRSF1B	0.411	0.411
PSMD11	TNFRSF1B	0.4	0.4
PSMB1	TNFRSF1B	0.453	0.453
PSMD3	TNFRSF1B	0.4	0.4
DAXX	TNFRSF1B	0.903	0.903
PSMB6	TNFRSF1B	0.462	0.462
PSMA5	TNFRSF1B	0.455	0.455
PSMB4	TNFRSF1B	0.4	0.4
PSMD1	TNFRSF1B	0.4	0.4
PSMD2	TNFRSF1B	0.4	0.4
PSMC5	TNFRSF1B	0.408	0.408
PSMA8	TNFRSF1B	0.424	0.424
PSMD12	TNFRSF1B	0.4	0.4
PSMB5	TNFRSF1B	0.45	0.45
PSMD4	TNFRSF1B	0.408	0.408
PSMA7	TNFRSF1B	0.488	0.488
PSMB2	TNFRSF1B	0.439	0.439
PSMD14	TNFRSF1B	0.4	0.4
PSMC2	TNFRSF1B	0.4	0.4
PSMD9	TNFRSF1B	0.4	0.4
PSMA1	TNFRSF1B	0.412	0.412
PSMC6	TNFRSF1B	0.431	0.431
CASP1	TNFRSF1B	0.439	0.439
PSMB3	TNFRSF1B	0.477	0.477
PSMC3	TNFRSF1B	0.491	0.491
TNF	TNFRSF1B	0.999	0.999
TOMM40	UQCRC1	0.503	0.503
NDUFA2	TOMM40	0.439	0.439
COX5B	TOMM40	0.41	0.41
ATP5F1B	TOMM40	0.727	0.727
NDUFS3	TOMM40	0.476	0.476
PSMD3	TOMM40	0.627	0.627
SDHA	TOMM40	0.445	0.445
NDUFA9	TOMM40	0.429	0.429
TOMM40	UQCRC2	0.48	0.48
SOD1	TOMM40	0.923	0.923
BAX	TOMM40	0.689	0.689
NDUFS4	TOMM40	0.427	0.427
NDUFB8	TOMM40	0.727	0.727
TOMM40	UQCRFS1	0.525	0.525
CYCS	TOMM40	0.564	0.564
NDUFS8	TOMM40	0.432	0.432
CYC1	TOMM40	0.892	0.892
GRIN2A	TOMM40	0.407	0.407
NDUFA4	TOMM40	0.432	0.432
TOMM40	VCP	0.4	0.4
MT-CO2	TOMM40	0.408	0.408
PRKN	TOMM40	0.81	0.81
TOMM40	TOMM40L	0.904	0.904
NDUFS2	TOMM40	0.484	0.484
PINK1	TOMM40	0.939	0.939
SDHB	TOMM40	0.442	0.442
ATG2A	TOMM40	0.67	0.67
TOMM40	UQCRQ	0.427	0.427
OPTN	TOMM40	0.515	0.515
SQSTM1	TOMM40	0.481	0.481
ATP5MC1	TOMM40	0.691	0.691
TOMM40	VDAC1	0.962	0.962
BCL2	TOMM40	0.639	0.639
ATP5F1A	TOMM40	0.563	0.563
NDUFS1	TOMM40	0.416	0.416
NDUFV1	TOMM40	0.605	0.605
COX4I1	TOMM40	0.706	0.706
SOD1	TOMM40L	0.9	0.9
BAX	TOMM40L	0.55	0.55
BCL2	TOMM40L	0.54	0.54
NDUFS2	TOMM40L	0.62	0.62
TOMM40L	VDAC1	0.732	0.732
TOMM40	TOMM40L	0.904	0.904
RB1CC1	TP53	0.984	0.984
GABARAPL2	TP53	0.491	0.491
PSMA4	TP53	0.466	0.466
PSMC4	TP53	0.519	0.519
TNFRSF1A	TP53	0.741	0.741
MAPK13	TP53	0.943	0.943
PSMD8	TP53	0.46	0.46
MAPK12	TP53	0.946	0.946
TP53	XBP1	0.529	0.529
PSMA3	TP53	0.498	0.498
PSMD7	TP53	0.473	0.473
PSMA2	TP53	0.478	0.478
MAPK14	TP53	0.994	0.994
TP53	TRAF2	0.512	0.512
TP53	TUBA4A	0.614	0.614
FUS	TP53	0.536	0.536
EIF2S1	TP53	0.477	0.477
PSMB7	TP53	0.476	0.476
PSMC1	TP53	0.639	0.639
PSMA6	TP53	0.478	0.478
PSMD11	TP53	0.517	0.517
PIK3C3	TP53	0.544	0.544
PSMB1	TP53	0.486	0.486
PSMD3	TP53	0.495	0.495
SDHA	TP53	0.486	0.486
DAXX	TP53	0.999	0.999
SRSF3	TP53	0.407	0.407
ANXA7	TP53	0.409	0.409
MAP2K6	TP53	0.418	0.418
NOS2	TP53	0.418	0.418
GABARAPL1	TP53	0.418	0.418
PSMA8	TP53	0.419	0.419
TBK1	TP53	0.443	0.443
ATF4	TP53	0.45	0.45
TP53	TPR	0.452	0.452
PSMC6	TP53	0.469	0.469
PSMD12	TP53	0.471	0.471
PSMC2	TP53	0.475	0.475
BAD	TP53	0.477	0.477
PSMB4	TP53	0.478	0.478
PSMB2	TP53	0.484	0.484
ATP5PO	TP53	0.485	0.485
PSMA5	TP53	0.488	0.488
PSMB6	TP53	0.489	0.489
OPTN	TP53	0.497	0.497
HNRNPA2B1	TP53	0.499	0.499
PSMA1	TP53	0.5	0.5
COX4I1	TP53	0.505	0.505
PINK1	TP53	0.507	0.507
ATF6	TP53	0.51	0.51
PSMD9	TP53	0.511	0.511
TP53	TUBB4B	0.512	0.512
SOD1	TP53	0.514	0.514
SDHB	TP53	0.526	0.526
TP53	ULK1	0.541	0.541
PSMB5	TP53	0.542	0.542
TP53	TUBB3	0.556	0.556
HNRNPA1	TP53	0.556	0.556
TP53	TUBA1C	0.564	0.564
PSMD14	TP53	0.568	0.568
PSMC3	TP53	0.578	0.578
PSMD1	TP53	0.58	0.58
MAP3K5	TP53	0.597	0.597
HDAC6	TP53	0.602	0.602
GPX6	TP53	0.603	0.603
GPX5	TP53	0.603	0.603
PSMB3	TP53	0.605	0.605
GPX7	TP53	0.606	0.606
GPX3	TP53	0.609	0.609
GPX8	TP53	0.618	0.618
SDHC	TP53	0.622	0.622
ERN1	TP53	0.625	0.625
EIF2AK3	TP53	0.627	0.627
PSMA7	TP53	0.653	0.653
DDIT3	TP53	0.69	0.69
ANG	TP53	0.692	0.692
TP53	VCP	0.709	0.709
TP53	TUBB2A	0.709	0.709
MAP2K3	TP53	0.711	0.711
TP53	TUBB	0.723	0.723
ERBB4	TP53	0.726	0.726
PRKN	TP53	0.76	0.76
TP53	VDAC1	0.772	0.772
PSMD2	TP53	0.795	0.795
GPX2	TP53	0.802	0.802
RANBP2	TP53	0.812	0.812
HSPA5	TP53	0.824	0.824
BID	TP53	0.856	0.856
TNF	TP53	0.865	0.865
MTOR	TP53	0.874	0.874
CASP1	TP53	0.876	0.876
ACTB	TP53	0.879	0.879
PSMD4	TP53	0.88	0.88
SQSTM1	TP53	0.901	0.901
PSMC5	TP53	0.903	0.903
CYCS	TP53	0.911	0.911
BECN1	TP53	0.939	0.939
CASP9	TP53	0.953	0.953
CASP3	TP53	0.956	0.956
MAPK11	TP53	0.96	0.96
APAF1	TP53	0.974	0.974
BAX	TP53	0.994	0.994
BCL2	TP53	0.999	0.999
BCL2L1	TP53	0.999	0.999
NUP107	TPR	0.972	0.972
NUP155	TPR	0.939	0.939
TARDBP	TPR	0.458	0.458
NUP85	TPR	0.967	0.967
NUP210	TPR	0.917	0.917
NXT1	TPR	0.684	0.684
NUP133	TPR	0.91	0.91
NUP54	TPR	0.835	0.835
TP53	TPR	0.452	0.452
RANBP2	TPR	0.99	0.99
NUP205	TPR	0.959	0.959
NUP35	TPR	0.907	0.907
KIF5B	TPR	0.636	0.636
EIF2AK3	TPR	0.546	0.546
GLE1	TPR	0.789	0.789
NUP93	TPR	0.966	0.966
NUP98	TPR	0.994	0.994
HSPA5	TPR	0.423	0.423
SRSF7	TPR	0.545	0.545
NUP43	TPR	0.892	0.892
NUP50	TPR	0.981	0.981
HNRNPA2B1	TPR	0.471	0.471
NUP214	TPR	0.958	0.958
DCTN1	TPR	0.579	0.579
NXF3	TPR	0.552	0.552
SQSTM1	TPR	0.554	0.554
NXF5	TPR	0.56	0.56
KLC1	TPR	0.6	0.6
SRSF3	TPR	0.606	0.606
NCBP1	TPR	0.624	0.624
POM121	TPR	0.627	0.627
POM121C	TPR	0.664	0.664
NXF2B	TPR	0.763	0.763
NUP58	TPR	0.798	0.798
NUP37	TPR	0.818	0.818
NUP160	TPR	0.821	0.821
NDC1	TPR	0.832	0.832
ALYREF	TPR	0.84	0.84
SEC13	TPR	0.865	0.865
NUP188	TPR	0.902	0.902
NUP62	TPR	0.908	0.908
NXF1	TPR	0.918	0.918
RAE1	TPR	0.944	0.944
NUP88	TPR	0.959	0.959
SEH1L	TPR	0.966	0.966
NUP153	TPR	0.999	0.999
RB1CC1	TRAF2	0.648	0.648
PSMA4	TRAF2	0.456	0.456
PSMC4	TRAF2	0.414	0.414
TNFRSF1A	TRAF2	0.999	0.999
PSMD8	TRAF2	0.423	0.423
TRAF2	XBP1	0.568	0.568
PSMA3	TRAF2	0.413	0.413
PSMD7	TRAF2	0.429	0.429
PSMA2	TRAF2	0.413	0.413
TRAF2	TUBB	0.403	0.403
ATF4	TRAF2	0.403	0.403
PSMC6	TRAF2	0.405	0.405
PSMA8	TRAF2	0.406	0.406
PSMC5	TRAF2	0.407	0.407
PSMC3	TRAF2	0.408	0.408
PSMB4	TRAF2	0.408	0.408
PSMC1	TRAF2	0.408	0.408
PSMD4	TRAF2	0.41	0.41
TRAF2	VDAC1	0.41	0.41
PSMA5	TRAF2	0.412	0.412
PSMC2	TRAF2	0.413	0.413
PSMD1	TRAF2	0.414	0.414
PSMD3	TRAF2	0.416	0.416
PSMA7	TRAF2	0.416	0.416
PSMB7	TRAF2	0.416	0.416
PSMD12	TRAF2	0.416	0.416
CYCS	TRAF2	0.418	0.418
PSMB5	TRAF2	0.42	0.42
PSMB6	TRAF2	0.421	0.421
PSMB2	TRAF2	0.423	0.423
PSMA1	TRAF2	0.424	0.424
PSMD14	TRAF2	0.428	0.428
PSMD9	TRAF2	0.438	0.438
PSMB1	TRAF2	0.439	0.439
PSMD11	TRAF2	0.441	0.441
APAF1	TRAF2	0.441	0.441
PSMA6	TRAF2	0.442	0.442
CASP9	TRAF2	0.447	0.447
PSMB3	TRAF2	0.491	0.491
EIF2AK3	TRAF2	0.493	0.493
TRAF2	ULK1	0.501	0.501
BCL2	TRAF2	0.503	0.503
TP53	TRAF2	0.512	0.512
DDIT3	TRAF2	0.525	0.525
DAXX	TRAF2	0.543	0.543
CASP1	TRAF2	0.551	0.551
ATF6	TRAF2	0.572	0.572
MTOR	TRAF2	0.586	0.586
CASP3	TRAF2	0.599	0.599
BAX	TRAF2	0.606	0.606
HSPA5	TRAF2	0.664	0.664
PSMD2	TRAF2	0.686	0.686
ACTG1	TRAF2	0.688	0.688
OPTN	TRAF2	0.711	0.711
PRKN	TRAF2	0.793	0.793
MAP2K6	TRAF2	0.916	0.916
MAP2K3	TRAF2	0.92	0.92
SQSTM1	TRAF2	0.931	0.931
TANK	TRAF2	0.973	0.973
TNFRSF1B	TRAF2	0.994	0.994
BECN1	TRAF2	0.995	0.995
TBK1	TRAF2	0.998	0.998
TNF	TRAF2	0.999	0.999
ERN1	TRAF2	0.999	0.999
MAP3K5	TRAF2	0.999	0.999
TUBA1A	TUBB1	0.963	0.963
TUBA1A	TUBA4A	0.947	0.947
TUBA1A	TUBB2B	0.997	0.997
ATP5F1B	TUBA1A	0.439	0.439
