#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
COMPARTMENTS	GOCC:0098552	Side of membrane	11	264	0.92	0.97	3.33e-05	9606.ENSP00000268182,9606.ENSP00000310036,9606.ENSP00000352071,9606.ENSP00000360141,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000376184,9606.ENSP00000378786,9606.ENSP00000380948,9606.ENSP00000411355,9606.ENSP00000480132	IQGAP1,CD34,CD163,GNAS,HLA-DRB5,HLA-C,BDH1,HLA-DRA,ITGB2,PTPRC,NCAM1
COMPARTMENTS	GOCC:0005622	Intracellular	81	11512	0.15	0.39	0.00013	9606.ENSP00000046794,9606.ENSP00000173229,9606.ENSP00000236959,9606.ENSP00000245907,9606.ENSP00000248594,9606.ENSP00000249330,9606.ENSP00000257860,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264613,9606.ENSP00000264637,9606.ENSP00000264828,9606.ENSP00000266022,9606.ENSP00000266041,9606.ENSP00000268182,9606.ENSP00000296220,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000300648,9606.ENSP00000310036,9606.ENSP00000310623,9606.ENSP00000311469,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000322706,9606.ENSP00000330737,9606.ENSP00000340019,9606.ENSP00000348128,9606.ENSP00000349577,9606.ENSP00000349748,9606.ENSP00000350314,9606.ENSP00000351646,9606.ENSP00000352071,9606.ENSP00000357055,9606.ENSP00000359151,9606.ENSP00000359258,9606.ENSP00000359497,9606.ENSP00000360141,9606.ENSP00000363017,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000367851,9606.ENSP00000369739,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000376184,9606.ENSP00000377195,9606.ENSP00000377486,9606.ENSP00000378786,9606.ENSP00000379038,9606.ENSP00000379212,9606.ENSP00000379372,9606.ENSP00000379845,9606.ENSP00000379975,9606.ENSP00000380948,9606.ENSP00000380958,9606.ENSP00000381581,9606.ENSP00000381601,9606.ENSP00000385757,9606.ENSP00000389631,9606.ENSP00000392147,9606.ENSP00000408526,9606.ENSP00000410242,9606.ENSP00000411355,9606.ENSP00000417864,9606.ENSP00000420588,9606.ENSP00000432768,9606.ENSP00000446955,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000473980,9606.ENSP00000478303,9606.ENSP00000480132,9606.ENSP00000482841,9606.ENSP00000491537,9606.ENSP00000497382,9606.ENSP00000498358	LCP2,NTN1,ATIC,C3,PTPN12,VGF,PRPH,LRPPRC,FOXRED1,CP,THRA,COL5A3,RBM6,ITIH4,IQGAP1,OSBPL11,CFL2,ANPEP,GCN1,CD34,ISCU,GSTM1,ALDH5A1,COX5A,HMGCS1,NDUFA12,HSPD1,SVIL,PRODH,SFPQ,BCO2,STIP1,CD163,PEA15,DBT,GCLM,GBP2,GNAS,RPA2,ABCA1,HLA-DRB5,HLA-C,PCCA,CYBB,BPHL,SLC39A14,ASAH1,PSME1,GPX3,BDH1,DBN1,MRPL19,HLA-DRA,TYMP,PODN,GTF2A2,ABAT,ILK,ITGB2,MBP,LCP1,MX1,BLVRA,ARPC1B,PPP6C,IMPA1,IGF2BP2,PTPRC,ANP32A,TFAM,CKAP5,MYL6,SERPINA3,ITGB3,MRPL37,POLR2E,NCAM1,CRABP2,FDFT1,CD53,FECH
COMPARTMENTS	GOCC:0005759	Mitochondrial matrix	12	379	0.8	0.81	0.00013	9606.ENSP00000260665,9606.ENSP00000314649,9606.ENSP00000340019,9606.ENSP00000349577,9606.ENSP00000359151,9606.ENSP00000365462,9606.ENSP00000376184,9606.ENSP00000377486,9606.ENSP00000379845,9606.ENSP00000420588,9606.ENSP00000473980,9606.ENSP00000498358	LRPPRC,ALDH5A1,HSPD1,PRODH,DBT,PCCA,BDH1,MRPL19,ABAT,TFAM,MRPL37,FECH
COMPARTMENTS	GOCC:0043226	Organelle	75	10113	0.17	0.41	0.00013	9606.ENSP00000173229,9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000248594,9606.ENSP00000249330,9606.ENSP00000257860,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264613,9606.ENSP00000264637,9606.ENSP00000264828,9606.ENSP00000264832,9606.ENSP00000266022,9606.ENSP00000266041,9606.ENSP00000268182,9606.ENSP00000296220,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000300648,9606.ENSP00000310036,9606.ENSP00000310623,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000330737,9606.ENSP00000340019,9606.ENSP00000348128,9606.ENSP00000349577,9606.ENSP00000349748,9606.ENSP00000350314,9606.ENSP00000351646,9606.ENSP00000352071,9606.ENSP00000357055,9606.ENSP00000359151,9606.ENSP00000359497,9606.ENSP00000360141,9606.ENSP00000363017,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000367851,9606.ENSP00000369739,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000376184,9606.ENSP00000377195,9606.ENSP00000377486,9606.ENSP00000378786,9606.ENSP00000379372,9606.ENSP00000379845,9606.ENSP00000379975,9606.ENSP00000380948,9606.ENSP00000380958,9606.ENSP00000381581,9606.ENSP00000381601,9606.ENSP00000389631,9606.ENSP00000410242,9606.ENSP00000411355,9606.ENSP00000417864,9606.ENSP00000420588,9606.ENSP00000432768,9606.ENSP00000436126,9606.ENSP00000446955,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000473980,9606.ENSP00000478303,9606.ENSP00000480132,9606.ENSP00000482841,9606.ENSP00000491537,9606.ENSP00000497382,9606.ENSP00000498358	NTN1,ITGB8,VTN,C3,PTPN12,VGF,PRPH,LRPPRC,FOXRED1,CP,THRA,COL5A3,ICAM1,RBM6,ITIH4,IQGAP1,OSBPL11,CFL2,ANPEP,GCN1,CD34,ISCU,ALDH5A1,COX5A,NDUFA12,HSPD1,SVIL,PRODH,SFPQ,BCO2,STIP1,CD163,PEA15,DBT,GBP2,GNAS,RPA2,ABCA1,HLA-DRB5,HLA-C,PCCA,CYBB,BPHL,SLC39A14,ASAH1,PSME1,GPX3,BDH1,DBN1,MRPL19,HLA-DRA,GTF2A2,ABAT,ILK,ITGB2,MBP,LCP1,MX1,ARPC1B,IGF2BP2,PTPRC,ANP32A,TFAM,CKAP5,SAA2,MYL6,SERPINA3,ITGB3,MRPL37,POLR2E,NCAM1,CRABP2,FDFT1,CD53,FECH
COMPARTMENTS	GOCC:0009986	Cell surface	12	438	0.74	0.7	0.00045	9606.ENSP00000222573,9606.ENSP00000264832,9606.ENSP00000310036,9606.ENSP00000339157,9606.ENSP00000340019,9606.ENSP00000352071,9606.ENSP00000365402,9606.ENSP00000378786,9606.ENSP00000380948,9606.ENSP00000411355,9606.ENSP00000452786,9606.ENSP00000480132	ITGB8,ICAM1,CD34,CPM,HSPD1,CD163,HLA-C,HLA-DRA,ITGB2,PTPRC,ITGB3,NCAM1
COMPARTMENTS	GOCC:0072562	Blood microparticle	7	118	1.07	0.83	0.00051	9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000264613,9606.ENSP00000266041,9606.ENSP00000385035,9606.ENSP00000416561,9606.ENSP00000450540	VTN,C3,CP,ITIH4,C1S,CFB,SERPINA3
COMPARTMENTS	GOCC:0098636	Protein complex involved in cell adhesion	6	85	1.15	0.79	0.00097	9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000264832,9606.ENSP00000380948,9606.ENSP00000407685,9606.ENSP00000452786	ITGB8,VTN,ICAM1,ITGB2,TNXB,ITGB3
COMPARTMENTS	GOCC:0008305	Integrin complex	5	50	1.3	0.8	0.0012	9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000264832,9606.ENSP00000380948,9606.ENSP00000452786	ITGB8,VTN,ICAM1,ITGB2,ITGB3
COMPARTMENTS	GOCC:0043229	Intracellular organelle	70	9609	0.16	0.36	0.0012	9606.ENSP00000173229,9606.ENSP00000245907,9606.ENSP00000248594,9606.ENSP00000249330,9606.ENSP00000257860,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264613,9606.ENSP00000264637,9606.ENSP00000264828,9606.ENSP00000266022,9606.ENSP00000266041,9606.ENSP00000268182,9606.ENSP00000296220,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000300648,9606.ENSP00000310036,9606.ENSP00000310623,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000330737,9606.ENSP00000340019,9606.ENSP00000348128,9606.ENSP00000349577,9606.ENSP00000349748,9606.ENSP00000350314,9606.ENSP00000351646,9606.ENSP00000352071,9606.ENSP00000357055,9606.ENSP00000359151,9606.ENSP00000359497,9606.ENSP00000360141,9606.ENSP00000363017,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000367851,9606.ENSP00000369739,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000373477,9606.ENSP00000376184,9606.ENSP00000377195,9606.ENSP00000377486,9606.ENSP00000378786,9606.ENSP00000379372,9606.ENSP00000379845,9606.ENSP00000379975,9606.ENSP00000380948,9606.ENSP00000380958,9606.ENSP00000381581,9606.ENSP00000381601,9606.ENSP00000389631,9606.ENSP00000410242,9606.ENSP00000411355,9606.ENSP00000417864,9606.ENSP00000420588,9606.ENSP00000432768,9606.ENSP00000446955,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000473980,9606.ENSP00000478303,9606.ENSP00000480132,9606.ENSP00000482841,9606.ENSP00000491537,9606.ENSP00000497382,9606.ENSP00000498358	NTN1,C3,PTPN12,VGF,PRPH,LRPPRC,FOXRED1,CP,THRA,COL5A3,RBM6,ITIH4,IQGAP1,OSBPL11,CFL2,ANPEP,GCN1,CD34,ISCU,ALDH5A1,COX5A,NDUFA12,HSPD1,SVIL,PRODH,SFPQ,BCO2,STIP1,CD163,PEA15,DBT,GBP2,GNAS,RPA2,ABCA1,HLA-DRB5,HLA-C,PCCA,CYBB,BPHL,SLC39A14,ASAH1,GPX3,BDH1,DBN1,MRPL19,HLA-DRA,GTF2A2,ABAT,ILK,ITGB2,MBP,LCP1,MX1,ARPC1B,IGF2BP2,PTPRC,ANP32A,TFAM,CKAP5,MYL6,SERPINA3,ITGB3,MRPL37,POLR2E,NCAM1,CRABP2,FDFT1,CD53,FECH
COMPARTMENTS	GOCC:0005739	Mitochondrion	18	1182	0.48	0.47	0.0032	9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000310623,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000330737,9606.ENSP00000340019,9606.ENSP00000349577,9606.ENSP00000350314,9606.ENSP00000359151,9606.ENSP00000365462,9606.ENSP00000369739,9606.ENSP00000376184,9606.ENSP00000377486,9606.ENSP00000379845,9606.ENSP00000420588,9606.ENSP00000473980,9606.ENSP00000498358	LRPPRC,FOXRED1,ISCU,ALDH5A1,COX5A,NDUFA12,HSPD1,PRODH,BCO2,DBT,PCCA,BPHL,BDH1,MRPL19,ABAT,TFAM,MRPL37,FECH
COMPARTMENTS	GOCC:0031226	Intrinsic component of plasma membrane	15	851	0.54	0.5	0.0032	9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000264832,9606.ENSP00000310036,9606.ENSP00000352071,9606.ENSP00000363868,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370635,9606.ENSP00000378786,9606.ENSP00000380948,9606.ENSP00000381340,9606.ENSP00000411355,9606.ENSP00000452786	ITGB8,VTN,C3,ICAM1,CD34,CD163,ABCA1,HLA-C,CYBB,SLC39A14,HLA-DRA,ITGB2,GGT5,PTPRC,ITGB3
COMPARTMENTS	GOCC:0032991	Protein-containing complex	46	5325	0.24	0.37	0.0032	9606.ENSP00000046794,9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000263578,9606.ENSP00000264828,9606.ENSP00000264832,9606.ENSP00000298159,9606.ENSP00000300648,9606.ENSP00000310036,9606.ENSP00000310623,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000330737,9606.ENSP00000340019,9606.ENSP00000351646,9606.ENSP00000352071,9606.ENSP00000357055,9606.ENSP00000359151,9606.ENSP00000359258,9606.ENSP00000360141,9606.ENSP00000363017,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000377486,9606.ENSP00000378786,9606.ENSP00000379372,9606.ENSP00000379845,9606.ENSP00000380948,9606.ENSP00000380958,9606.ENSP00000385035,9606.ENSP00000389631,9606.ENSP00000407685,9606.ENSP00000411355,9606.ENSP00000416561,9606.ENSP00000420588,9606.ENSP00000432768,9606.ENSP00000436126,9606.ENSP00000446955,9606.ENSP00000452786,9606.ENSP00000473980,9606.ENSP00000478303	LCP2,ITGB8,VTN,C3,FOXRED1,COL5A3,ICAM1,CFL2,GCN1,CD34,ISCU,ALDH5A1,COX5A,NDUFA12,HSPD1,STIP1,CD163,PEA15,DBT,GCLM,GNAS,RPA2,ABCA1,HLA-DRB5,HLA-C,CYBB,PSME1,GPX3,MRPL19,HLA-DRA,GTF2A2,ABAT,ITGB2,MBP,C1S,ARPC1B,TNXB,PTPRC,CFB,TFAM,CKAP5,SAA2,MYL6,ITGB3,MRPL37,POLR2E
COMPARTMENTS	GOCC:0098576	Lumenal side of membrane	4	31	1.41	0.7	0.0032	9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000376184,9606.ENSP00000378786	HLA-DRB5,HLA-C,BDH1,HLA-DRA
COMPARTMENTS	GOCC:0031982	Vesicle	25	2125	0.37	0.41	0.0043	9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000249330,9606.ENSP00000264613,9606.ENSP00000264832,9606.ENSP00000266041,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000340019,9606.ENSP00000352071,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000373477,9606.ENSP00000378786,9606.ENSP00000380948,9606.ENSP00000411355,9606.ENSP00000436126,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000497382	ITGB8,VTN,C3,VGF,CP,ICAM1,ITIH4,CFL2,ANPEP,HSPD1,CD163,ABCA1,HLA-DRB5,HLA-C,CYBB,SLC39A14,ASAH1,GPX3,HLA-DRA,ITGB2,PTPRC,SAA2,SERPINA3,ITGB3,CD53
COMPARTMENTS	GOCC:0005887	Integral component of plasma membrane	14	792	0.55	0.48	0.0045	9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000264832,9606.ENSP00000310036,9606.ENSP00000352071,9606.ENSP00000363868,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370635,9606.ENSP00000378786,9606.ENSP00000380948,9606.ENSP00000411355,9606.ENSP00000452786	ITGB8,VTN,C3,ICAM1,CD34,CD163,ABCA1,HLA-C,CYBB,SLC39A14,HLA-DRA,ITGB2,PTPRC,ITGB3
COMPARTMENTS	GOCC:0031224	Intrinsic component of membrane	21	1606	0.42	0.43	0.0045	9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000263578,9606.ENSP00000264832,9606.ENSP00000310036,9606.ENSP00000330737,9606.ENSP00000340019,9606.ENSP00000352071,9606.ENSP00000360141,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370635,9606.ENSP00000378786,9606.ENSP00000380948,9606.ENSP00000381340,9606.ENSP00000411355,9606.ENSP00000452786,9606.ENSP00000480132	ITGB8,VTN,C3,FOXRED1,ICAM1,CD34,NDUFA12,HSPD1,CD163,GNAS,ABCA1,HLA-DRB5,HLA-C,CYBB,SLC39A14,HLA-DRA,ITGB2,GGT5,PTPRC,ITGB3,NCAM1
COMPARTMENTS	GOCC:0005925	Focal adhesion	8	269	0.77	0.52	0.0067	9606.ENSP00000264832,9606.ENSP00000268182,9606.ENSP00000348128,9606.ENSP00000379975,9606.ENSP00000381581,9606.ENSP00000389631,9606.ENSP00000411355,9606.ENSP00000452786	ICAM1,IQGAP1,SVIL,ILK,LCP1,ARPC1B,PTPRC,ITGB3
COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle	65	9083	0.15	0.31	0.0067	9606.ENSP00000173229,9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000249330,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264613,9606.ENSP00000264637,9606.ENSP00000264828,9606.ENSP00000264832,9606.ENSP00000266022,9606.ENSP00000266041,9606.ENSP00000268182,9606.ENSP00000296220,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000310036,9606.ENSP00000310623,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000330737,9606.ENSP00000340019,9606.ENSP00000348128,9606.ENSP00000349577,9606.ENSP00000349748,9606.ENSP00000350314,9606.ENSP00000351646,9606.ENSP00000352071,9606.ENSP00000359151,9606.ENSP00000359497,9606.ENSP00000360141,9606.ENSP00000363017,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000367851,9606.ENSP00000369739,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000376184,9606.ENSP00000377486,9606.ENSP00000378786,9606.ENSP00000379372,9606.ENSP00000379845,9606.ENSP00000379975,9606.ENSP00000380948,9606.ENSP00000381601,9606.ENSP00000411355,9606.ENSP00000417864,9606.ENSP00000420588,9606.ENSP00000432768,9606.ENSP00000436126,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000473980,9606.ENSP00000478303,9606.ENSP00000480132,9606.ENSP00000482841,9606.ENSP00000491537,9606.ENSP00000497382,9606.ENSP00000498358	NTN1,ITGB8,VTN,C3,VGF,LRPPRC,FOXRED1,CP,THRA,COL5A3,ICAM1,RBM6,ITIH4,IQGAP1,OSBPL11,CFL2,ANPEP,CD34,ISCU,ALDH5A1,COX5A,NDUFA12,HSPD1,SVIL,PRODH,SFPQ,BCO2,STIP1,CD163,DBT,GBP2,GNAS,RPA2,ABCA1,HLA-DRB5,HLA-C,PCCA,CYBB,BPHL,SLC39A14,ASAH1,PSME1,GPX3,BDH1,MRPL19,HLA-DRA,GTF2A2,ABAT,ILK,ITGB2,MX1,PTPRC,ANP32A,TFAM,CKAP5,SAA2,SERPINA3,ITGB3,MRPL37,POLR2E,NCAM1,CRABP2,FDFT1,CD53,FECH
COMPARTMENTS	GOCC:0015629	Actin cytoskeleton	9	363	0.69	0.48	0.0085	9606.ENSP00000173229,9606.ENSP00000248594,9606.ENSP00000268182,9606.ENSP00000298159,9606.ENSP00000348128,9606.ENSP00000377195,9606.ENSP00000381581,9606.ENSP00000389631,9606.ENSP00000446955	NTN1,PTPN12,IQGAP1,CFL2,SVIL,DBN1,LCP1,ARPC1B,MYL6
COMPARTMENTS	GOCC:0005829	Cytosol	30	3054	0.29	0.34	0.0131	9606.ENSP00000046794,9606.ENSP00000236959,9606.ENSP00000248594,9606.ENSP00000264637,9606.ENSP00000268182,9606.ENSP00000300648,9606.ENSP00000310623,9606.ENSP00000311469,9606.ENSP00000322706,9606.ENSP00000330737,9606.ENSP00000340019,9606.ENSP00000348128,9606.ENSP00000351646,9606.ENSP00000352071,9606.ENSP00000357055,9606.ENSP00000359258,9606.ENSP00000359497,9606.ENSP00000360141,9606.ENSP00000372155,9606.ENSP00000379975,9606.ENSP00000380958,9606.ENSP00000381581,9606.ENSP00000381601,9606.ENSP00000385757,9606.ENSP00000392147,9606.ENSP00000410242,9606.ENSP00000432768,9606.ENSP00000446955,9606.ENSP00000480132,9606.ENSP00000482841	LCP2,ATIC,PTPN12,THRA,IQGAP1,GCN1,ISCU,GSTM1,HMGCS1,NDUFA12,HSPD1,SVIL,STIP1,CD163,PEA15,GCLM,GBP2,GNAS,PSME1,ILK,MBP,LCP1,MX1,BLVRA,PPP6C,IGF2BP2,CKAP5,MYL6,NCAM1,CRABP2
COMPARTMENTS	GOCC:0016021	Integral component of membrane	19	1507	0.4	0.37	0.0135	9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000263578,9606.ENSP00000264832,9606.ENSP00000310036,9606.ENSP00000330737,9606.ENSP00000340019,9606.ENSP00000352071,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370635,9606.ENSP00000378786,9606.ENSP00000380948,9606.ENSP00000411355,9606.ENSP00000452786,9606.ENSP00000480132	ITGB8,VTN,C3,FOXRED1,ICAM1,CD34,NDUFA12,HSPD1,CD163,ABCA1,HLA-DRB5,HLA-C,CYBB,SLC39A14,HLA-DRA,ITGB2,PTPRC,ITGB3,NCAM1
COMPARTMENTS	GOCC:0098797	Plasma membrane protein complex	12	682	0.54	0.41	0.0135	9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000264832,9606.ENSP00000360141,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000378786,9606.ENSP00000380948,9606.ENSP00000452786	ITGB8,VTN,C3,ICAM1,GNAS,ABCA1,HLA-DRB5,HLA-C,CYBB,HLA-DRA,ITGB2,ITGB3
COMPARTMENTS	GOCC:0009897	External side of plasma membrane	5	102	0.99	0.49	0.0144	9606.ENSP00000310036,9606.ENSP00000352071,9606.ENSP00000380948,9606.ENSP00000411355,9606.ENSP00000480132	CD34,CD163,ITGB2,PTPRC,NCAM1
COMPARTMENTS	GOCC:0034687	Integrin alphaL-beta2 complex	2	3	2.12	0.53	0.0171	9606.ENSP00000264832,9606.ENSP00000380948	ICAM1,ITGB2
COMPARTMENTS	GOCC:0042611	MHC protein complex	3	22	1.43	0.51	0.0171	9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000378786	HLA-DRB5,HLA-C,HLA-DRA
COMPARTMENTS	GOCC:0071062	alphav-beta3 integrin-vitronectin complex	2	3	2.12	0.53	0.0171	9606.ENSP00000226218,9606.ENSP00000452786	VTN,ITGB3
COMPARTMENTS	GOCC:0002102	Podosome	3	25	1.38	0.47	0.0232	9606.ENSP00000248594,9606.ENSP00000348128,9606.ENSP00000381581	PTPN12,SVIL,LCP1
COMPARTMENTS	GOCC:0032144	4-aminobutyrate transaminase complex	2	4	2.0	0.49	0.0232	9606.ENSP00000314649,9606.ENSP00000379845	ALDH5A1,ABAT
COMPARTMENTS	GOCC:0071556	Integral component of lumenal side of endoplasmic reticulum membrane	3	26	1.36	0.46	0.0244	9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000378786	HLA-DRB5,HLA-C,HLA-DRA
COMPARTMENTS	GOCC:0071944	Cell periphery	34	3860	0.24	0.29	0.0244	9606.ENSP00000011473,9606.ENSP00000046794,9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000236959,9606.ENSP00000245907,9606.ENSP00000264828,9606.ENSP00000264832,9606.ENSP00000268182,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000310036,9606.ENSP00000340019,9606.ENSP00000348128,9606.ENSP00000352071,9606.ENSP00000360141,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370635,9606.ENSP00000373477,9606.ENSP00000377195,9606.ENSP00000378786,9606.ENSP00000379975,9606.ENSP00000380948,9606.ENSP00000381340,9606.ENSP00000381581,9606.ENSP00000407685,9606.ENSP00000411355,9606.ENSP00000432768,9606.ENSP00000452786,9606.ENSP00000480132,9606.ENSP00000497382	SYPL1,LCP2,ITGB8,VTN,ATIC,C3,COL5A3,ICAM1,IQGAP1,CFL2,ANPEP,CD34,HSPD1,SVIL,CD163,GNAS,ABCA1,HLA-DRB5,HLA-C,CYBB,SLC39A14,GPX3,DBN1,HLA-DRA,ILK,ITGB2,GGT5,LCP1,TNXB,PTPRC,CKAP5,ITGB3,NCAM1,CD53
COMPARTMENTS	GOCC:0098796	Membrane protein complex	17	1353	0.4	0.33	0.0244	9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000263578,9606.ENSP00000264832,9606.ENSP00000310036,9606.ENSP00000317780,9606.ENSP00000330737,9606.ENSP00000340019,9606.ENSP00000360141,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000378786,9606.ENSP00000380948,9606.ENSP00000452786	ITGB8,VTN,C3,FOXRED1,ICAM1,CD34,COX5A,NDUFA12,HSPD1,GNAS,ABCA1,HLA-DRB5,HLA-C,CYBB,HLA-DRA,ITGB2,ITGB3
COMPARTMENTS	GOCC:0034683	Integrin alphav-beta3 complex	2	5	1.9	0.46	0.0280	9606.ENSP00000226218,9606.ENSP00000452786	VTN,ITGB3
COMPARTMENTS	GOCC:1990204	Oxidoreductase complex	6	197	0.78	0.39	0.0293	9606.ENSP00000263578,9606.ENSP00000310623,9606.ENSP00000330737,9606.ENSP00000359151,9606.ENSP00000367851,9606.ENSP00000373477	FOXRED1,ISCU,NDUFA12,DBT,CYBB,GPX3
COMPARTMENTS	GOCC:0062023	Collagen-containing extracellular matrix	6	198	0.78	0.39	0.0294	9606.ENSP00000173229,9606.ENSP00000226218,9606.ENSP00000264828,9606.ENSP00000264832,9606.ENSP00000407685,9606.ENSP00000480132	NTN1,VTN,COL5A3,ICAM1,TNXB,NCAM1
COMPARTMENTS	GOCC:0099513	Polymeric cytoskeletal fiber	8	382	0.62	0.34	0.0388	9606.ENSP00000257860,9606.ENSP00000260665,9606.ENSP00000268182,9606.ENSP00000298159,9606.ENSP00000310036,9606.ENSP00000348128,9606.ENSP00000380958,9606.ENSP00000381581	PRPH,LRPPRC,IQGAP1,CFL2,CD34,SVIL,MBP,LCP1
COMPARTMENTS	GOCC:0031090	Organelle membrane	23	2290	0.3	0.28	0.0436	9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264613,9606.ENSP00000300060,9606.ENSP00000317780,9606.ENSP00000330737,9606.ENSP00000349577,9606.ENSP00000352071,9606.ENSP00000360141,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000370635,9606.ENSP00000376184,9606.ENSP00000378786,9606.ENSP00000380948,9606.ENSP00000381601,9606.ENSP00000411355,9606.ENSP00000452786,9606.ENSP00000491537,9606.ENSP00000497382,9606.ENSP00000498358	LRPPRC,FOXRED1,CP,ANPEP,COX5A,NDUFA12,PRODH,CD163,GNAS,ABCA1,HLA-DRB5,HLA-C,CYBB,SLC39A14,BDH1,HLA-DRA,ITGB2,MX1,PTPRC,ITGB3,FDFT1,CD53,FECH
COMPARTMENTS	GOCC:0034668	Integrin alpha4-beta1 complex	2	7	1.75	0.4	0.0436	9606.ENSP00000264832,9606.ENSP00000380948	ICAM1,ITGB2
COMPARTMENTS	GOCC:0001772	Immunological synapse	3	36	1.22	0.38	0.0466	9606.ENSP00000264832,9606.ENSP00000378786,9606.ENSP00000497382	ICAM1,HLA-DRA,CD53
