"Gene_Symbol","Entrez"
"FRG1BP","284802"
"WDSUB1","151525"
"MESD","23184"
"LCMT1","51451"
"SWSAP1","126074"
"VPS51","738"
"JAML","120425"
"ZNF665","79788"
"ZNRF2P1","441208"
"KCTD15","79047"
"DNAL4","10126"
"CYTIP","9595"
"SOWAHB","345079"
"MCM9","254394"
"PRKAG1","5571"
"ZDHHC7","55625"
"CLASP1","23332"
"SMIM1","388588"
"ADCY3","109"
"MCCC1","56922"
"CTTNBP2NL","55917"
"CHCHD6","84303"
"SNORA35B","109617004"
"SHPRH","257218"
"SMN2","6607"
"FSIP1","161835"
"TIMP1","7076"
"LINC01793","101927285"
"JAKMIP1","152789"
"GPATCH3","63906"
"SMN1","6606"
"ERC1","23085"
"CRTC3","64784"
"PRRG3","79057"
"URB2","9816"
"LOC606724","606724"
"METTL1","4234"
"LOC103344931","103344931"
"RFC2","5982"
"BORA","79866"
"ERI3","79033"
"LINC00298","339788"
"CHCHD10","400916"
"ZBTB4","57659"
"PALM","5064"
"TMEM101","84336"
"C3orf52","79669"
"IMPACT","55364"
"BTD","686"
"NR1D1","9572"
"UCK1","83549"
"ANKRD26","22852"
"KIF18A","81930"
"CCPG1","9236"
"SNORD2","619567"
"SLC45A2","51151"
"ABHD16A","7920"
"VPS25","84313"
"ADPRH","141"
"RBX1","9978"
"PGLS","25796"
"PSG8-AS1","100289650"
"DVL1","1855"
"VPS39","23339"
"HACL1","26061"
"BCOR","54880"
"C15orf40","123207"
"PHF11","51131"
"C12orf43","64897"
"APOE","348"
"SGTA","6449"
"NFS1","9054"
"ZNF691","51058"
"ZNF606","80095"
"RIC8A","60626"
"CDH11","1009"
"ZNF461","92283"
"EXO5","64789"
"NME8","51314"
"LOC100134368","100134368"
"CCDC62","84660"
"DLEU2L","79469"
"SNORA66","26782"
"SLC25A22","79751"
"GOLGA7B","401647"
"ADAMTS12","81792"
"ZNF608","57507"
"ZNF467","168544"
"KCTD17","79734"
"PLD5","200150"
"PLPPR3","79948"
"SNX8","29886"
"LINC01909","101927481"
"POU3F1","5453"
"TUBB","203068"
"CCDC174","51244"
"PSPC1","55269"
"RNF133","168433"
"NAV3","89795"
"GAR1","54433"
"PHEX","5251"
"SMAD7","4092"
"FHDC1","85462"
"PATL1","219988"
"TMEM169","92691"
"TIMM17B","10245"
"SLC5A5","6528"
"C4orf36","132989"
"AGBL4-IT1","100874313"
"RBM28","55131"
"TMEM147","10430"
"PYGO2","90780"
"KMT2C","58508"
"EXOSC2","23404"
"RNF24","11237"
"LOC105376805","105376805"
"MFSD8","256471"
"ADARB2","105"
"GCHFR","2644"
"PIANP","196500"
"ETNPPL","64850"
"TMEM163","81615"
"TEX261","113419"
"PRKCSH","5589"
"PTGER4P2-CDK2AP2P2","442421"
"PES1","23481"
"SLC25A12","8604"
"TBC1D7-LOC100130357","107080638"
"SUGT1P1","441394"
"NME9","347736"
"STARD10","10809"
"RNF115","27246"
"LYPD5","284348"
"ENY2","56943"
"CD163L1","283316"
"NDUFB8","4714"
"CADM3","57863"
"ATAD2","29028"
"ENPP1","5167"
"TDRD6","221400"
"ST6GALNAC6","30815"
"CALHM1","255022"
"GRN","2896"
"LINC00504","201853"
"TCEAL6","158931"
"ZNF398","57541"
"CBX7","23492"
"TBC1D9","23158"
"MED17","9440"
"AREL1","9870"
"PCGF3","10336"
"CHRNB1","1140"
"MIR340","442908"
"ZNF836","162962"
"NCDN","23154"
"MECP2","4204"
"NOB1","28987"
"COG8","84342"
"LOC100289333","100289333"
"PRIM1","5557"
"LRR1","122769"
"COL21A1","81578"
"MMP24OS","101410538"
"LARP4B","23185"
"LINC00158","54072"
"NSMCE2","286053"
"SLC25A25","114789"
"DNPEP","23549"
"MIR4742","100616468"
"TRIM34","53840"
"VPS11","55823"
"TMEM132A","54972"
"MIR6841","102465506"
"FOXG1-AS1","103695363"
"N4BP2","55728"
"ANAPC7","51434"
"ATP8B1","5205"
"MIR1281","100302237"
"HNRNPA1L2","144983"
"MRPL37","51253"
"MSANTD3","91283"
"MRPL43","84545"
"ACBD6","84320"
"XBP1","7494"
"TINF2","26277"
"SOX1-OT","100505996"
"EMSY","56946"
"C1orf50","79078"
"PCDH19","57526"
"CA4","762"
"SLC39A1","27173"
"ECI2","10455"
"LOC101928335","101928335"
"GINM1","116254"
"MBD3","53615"
"ZKSCAN5","23660"
"HHLA1","10086"
"MLX","6945"
"ANKFY1","51479"
"CTBP1","1487"
"MAP2K4P1","139201"
"MATK","4145"
"CHAMP1","283489"
"BEND5","79656"
"NAALAD2","10003"
"MOCS3","27304"
"ECD","11319"
"VEGFA","7422"
"ZNF394","84124"
"UBTD1","80019"
"SLC15A4","121260"
"SMIM27","100129250"
"LRRC42","115353"
"C1QL1","10882"
"MEOX2","4223"
"OTUB1","55611"
"CABP1","9478"
"C8orf33","65265"
"TRIM28","10155"
"MED23","9439"
"PMS2","5395"
"GRK2","156"
"USE1","55850"
"ARIH2","10425"
"TMEM250","90120"
"LHFPL6","10186"
"C2orf72","257407"
"TMA7","51372"
"FBLN1","2192"
"NDUFAF7","55471"
"USP27X","389856"
"STX2","2054"
"TECPR2","9895"
"VKORC1","79001"
"CLEC18B","497190"
"LYNX1","66004"
"SLC25A6","293"
"THRAP3","9967"
"WDR74","54663"
"RTN4IP1","84816"
"MASTL","84930"
"ATP6V0C","527"
"NDST3","9348"
"TNFRSF19","55504"
"APEX2","27301"
"EIF2S3B","255308"
"GPRASP1","9737"
"DBH","1621"
"SDHAF2","54949"
"SDSL","113675"
"RPL39L","116832"
"MPZL3","196264"
"TTI1","9675"
"CDK5R2","8941"
"MTF2","22823"
"PHF13","148479"
"ELOB","6923"
"ZC3H7A","29066"
"RNF138P1","379013"
"FRY","10129"
"CARS2","79587"
"NTSR2","23620"
"TMEM17","200728"
"DNASE2","1777"
"ST7-OT3","93655"
"FBXO15","201456"
"LINC02302","101927351"
"DIAPH1","1729"
"BEX1","55859"
"SUMF1","285362"
"CGREF1","10669"
"SLC36A1","206358"
"PCYT2","5833"
"TBC1D9B","23061"
"SRGAP1","57522"
"TAF5L","27097"
"SNORD109B","338429"
"TADA2A","6871"
"TRAF1","7185"
"ZNF321P","399669"
"SRPRA","6734"
"CYP2U1","113612"
"EGFR","1956"
"CARMIL2","146206"
"COL4A6","1288"
"EML4","27436"
"GLOD4","51031"
"CTNNBIP1","56998"
"ZNRF2P2","100271874"
"SPACA9","11092"
"MAPT-AS1","100128977"
"RBM45","129831"
"SNAPC2","6618"
"NUP54","53371"
"ARHGAP24","83478"
"UBE2G2","7327"
"MATN1-AS1","100129196"
"LOC100505715","100505715"
"GNG5","2787"
"CCL28","56477"
"CHST10","9486"
"POLD4","57804"
"PATZ1","23598"
"CCDC32","90416"
"METTL2B","55798"
"TGFB1","7040"
"PHF24","23349"
"MFHAS1","9258"
"MIR2052","100302260"
"PI16","221476"
"VWA3B","200403"
"BLCAP","10904"
"LOC100128288","100128288"
"GRID2","2895"
"BORCS8","729991"
"SESN2","83667"
"PLEKHA5","54477"
"CDC42SE1","56882"
"C8orf76","84933"
"GORASP1","64689"
"SLITRK3","22865"
"SLITRK2","84631"
"ZNF202","7753"
"SEC61G","23480"
"HSCB","150274"
"NT5DC2","64943"
"ZSCAN16-AS1","100129195"
"LOC105370203","105370203"
"ROR1","4919"
"ABL1","25"
"DOLPP1","57171"
"MRPL17","63875"
"SMIM15-AS1","101928630"
"FAHD2CP","729234"
"TMEM62","80021"
"POLR3A","11128"
"KDM4C","23081"
"RAB26","25837"
"C3orf70","285382"
"DCXR","51181"
"FNBP1","23048"
"CCDC50","152137"
"SYNGR1","9145"
"JPH3","57338"
"LRP3","4037"
"ING4","51147"
"HEMGN","55363"
"SLC17A9","63910"
"NSMF","26012"
"ZNF48","197407"
"LOC102723701","102723701"
"ZSWIM3","140831"
"NANS","54187"
"FAM187A","100528020"
"F12","2161"
"SLC45A4","57210"
"CCDC146","57639"
"RPRD2","23248"
"HECTD4","283450"
"COG3","83548"
"STAC2","342667"
"POLR1B","84172"
"ARL10","285598"
"SSTR1","6751"
"KIRREL2","84063"
"MIR7855","102465841"
"STBD1","8987"
"ARMC6","93436"
"WASHC2C","253725"
"RTL8C","8933"
"DUSP8","1850"
"KLHL36","79786"
"SNORD45A","26805"
"LARP1B","55132"
"TTLL11","158135"
"CAMK1D","57118"
"UST","10090"
"ZNF527","84503"
"CARD8","22900"
"CAMK2G","818"
"EFNA3","1944"
"MANSC1","54682"
"BICD2","23299"
"ACSF2","80221"
"ZNF268","10795"
"FAM43A","131583"
"ERGIC3","51614"
"LCLAT1","253558"
"BFSP1","631"
"IRGQ","126298"
"DIABLO","56616"
"MIR7703","102465801"
"DLX1","1745"
"SMIM10","644538"
"TTC19","54902"
"CAMK1G","57172"
"ZNF827","152485"
"DNA2","1763"
"BAG6","7917"
"FAM13A-AS1","285512"
"HTR4","3360"
"MADCAM1","8174"
"GPHN","10243"
"OTUD3","23252"
"ZNF526","116115"
"B4GAT1","11041"
"EIF2B3","8891"
"CLCC1","23155"
"TDG","6996"
"YIF1A","10897"
"PQBP1","10084"
"ACAD11","84129"
"NDUFB7","4713"
"SAP30L-AS1","386627"
"ALG6","29929"
"KLRA1P","10748"
"CKMT2-AS1","100131067"
"NDUFV1","4723"
"ANKRD13A","88455"
"ESYT2","57488"
"POLR2L","5441"
"EMX1","2016"
"PLGRKT","55848"
"PTRH1","138428"
"MRPL28","10573"
"PRPF6","24148"
"LOC105371592","105371592"
"INTS4P2","644619"
"VHL","7428"
"LIN52","91750"
"DIAPH2","1730"
"POLDIP2","26073"
"CUX1","1523"
"LOC105372383","105372383"
"UBXN10","127733"
"CXorf38","159013"
"GUSBP4","375513"
"ANKRD63","100131244"
"DEDD","9191"
"CNPY3","10695"
"AXDND1","126859"
"C6orf47","57827"
"TMEM106C","79022"
"UGDH","7358"
"TMEM132E","124842"
"ELOF1","84337"
"LOC400464","400464"
"PTRH2","51651"
"LOC101927468","101927468"
"LOC110384692","110384692"
"TTC5","91875"
"SSH1","54434"
"N4BP1","9683"
"OLIG1","116448"
"FRMD3","257019"
"ZFP3","124961"
"KLHL18","23276"
"AIFM3","150209"
"SNORA77","677843"
"EGR3","1960"
"MIR4473","100616229"
"SNORA4","619568"
"CLUAP1","23059"
"PGBD3","267004"
"SLC27A5","10998"
"RNLS","55328"
"FADS1","3992"
"MGC2889","84789"
"LOC375196","375196"
"UQCC1","55245"
"ZNF410","57862"
"ESRP1","54845"
"APOL2","23780"
"VPS53","55275"
"LYPLAL1-AS1","102723886"
"EXTL3","2137"
"WDR11","55717"
"HYPK","25764"
"DRAIC","145837"
"ZFHX4-AS1","100192378"
"RPRD1B","58490"
"MIR370","442915"
"NXPH3","11248"
"DENND4B","9909"
"RNASEK-C17orf49","100529209"
"OXGR1","27199"
"PPP1R1C","151242"
"PHACTR4","65979"
"FZD4","8322"
"ZFYVE21","79038"
"PLXNC1","10154"
"PCDHA5","56143"
"LINC01114","284998"
"PELO","53918"
"IFI27L1","122509"
"SIRPB1","10326"
"MISP3","113230"
"SLC25A5-AS1","100303728"
"DDB2","1643"
"DACT1","51339"
"DTD1","92675"
"PDF","64146"
"UBE2V1","7335"
"MIS18A","54069"
"SURF4","6836"
"STK32B","55351"
"KIAA0319L","79932"
"METTL26","84326"
"WFDC2","10406"
"NSMCE4A","54780"
"TBC1D22B","55633"
"NDUFAF4P1","100306975"
"PRDM10","56980"
"LINC02475","100506827"
"NRG4","145957"
"JPH4","84502"
"SPNS2","124976"
"UBE2F-SCLY","100533179"
"HDAC8","55869"
"ZMAT5","55954"
"CKLF-CMTM1","100529251"
"RILPL2","196383"
"THSD4-AS1","101929196"
"SLC1A3","6507"
"ATP6V0E2","155066"
"NMBR","4829"
"CHD6","84181"
"CSPP1","79848"
"MPG","4350"
"MPV17L","255027"
"DMC1","11144"
"DES","1674"
"MTMR4","9110"
"LDOC1","23641"
"PNKD","25953"
"SNORD28","9300"
"DCDC2","51473"
"ANKRD9","122416"
"BCS1L","617"
"RASA2","5922"
"RTN2","6253"
"RTBDN","83546"
"SF3B5","83443"
"SPRED2","200734"
"WNT9B","7484"
"AP2A2","161"
"NGEF","25791"
"RINT1","60561"
"SLCO1C1","53919"
"ZSCAN2","54993"
"ASB2","51676"
"RAP1GAP2","23108"
"TCTN3","26123"
"BAAT","570"
"TPD52L2","7165"
"ZDHHC24","254359"
"SPART-AS1","100507135"
"HUS1","3364"
"NMB","4828"
"DDA1","79016"
"LINC-PINT","378805"
"CRADD","8738"
"USP21","27005"
"F8A1","8263"
"ZNF221","7638"
"PRX","57716"
"ZNF850","342892"
"ZNF337","26152"
"CCAR1","55749"
"PSENEN","55851"
"FGD3","89846"
"UQCC2","84300"
"VAMP5","10791"
"WDR45B","56270"
"MYPOP","339344"
"ZNF763","284390"
"MFSD9","84804"
"PHLDA1","22822"
"DUSP14","11072"
"BST1","683"
"CCDC66","285331"
"MORN2","729967"
"MRPL34","64981"
"MIR937","100126338"
"GDAP1L1","78997"
"WIPI1","55062"
"LRRN2","10446"
"ZC3HC1","51530"
"TPST1","8460"
"ZMYM5","9205"
"TIMM10","26519"
"ARF1","375"
"DUSP23","54935"
"TRAM2-AS1","401264"
"KSR2","283455"
"PEG13","359809"
"VIPAS39","63894"
"INTS4","92105"
"TDRD12","91646"
"GAS2L1P2","340508"
"AGAP2","116986"
"ACBD7-DCLRE1CP1","108949267"
"ANGPTL6","83854"
"NLRC3","197358"
"GNPTG","84572"
"FARSB","10056"
"SEC14L6","730005"
"MIR4441","100616493"
"SNORD114-1","767577"
"PHPT1","29085"
"TAF1A","9015"
"LRTOMT","220074"
"DZIP1","22873"
"SKI","6497"
"OR2C1","4993"
"TBC1D30","23329"
"SLED1","643036"
"ADAMTSL1","92949"
"RNASEH2A","10535"
"ST7-OT4","338069"
"MIR3161","100423000"
"PAK4","10298"
"CTDSPL","10217"
"UBXN6","80700"
"GAREM2","150946"
"RTL8A","26071"
"AGFG2","3268"
"FOXRED2","80020"
"CHRNA4","1137"
"ANKRD35","148741"
"LINS1","55180"
"HCG23","414764"
"ZBTB45","84878"
"PXMP2","5827"
"CYB5RL","606495"
"ZNF561-AS1","284385"
"UBIAD1","29914"
"TAF15","8148"
"UPF3B","65109"
"LSM14B","149986"
"CDK16","5127"
"NECAP2","55707"
"MCRS1","10445"
"JAK1","3716"
"PELI3","246330"
"TRIP4","9325"
"BORCS6","54785"
"ODF2L","57489"
"TTLL12","23170"
"NOL4L","140688"
"GLYR1","84656"
"KDM1A","23028"
"TTC36","143941"
"MEG8","79104"
"ZNF319","57567"
"GRAMD1C","54762"
"PLEK","5341"
"ZC3H18","124245"
"VSTM2L","128434"
"CCNB3","85417"
"RIMKLB","57494"
"MGLL","11343"
"MIR4446","100616476"
"ZNF200","7752"
"GSTA4","2941"
"OSBPL2","9885"
"PITPNM1","9600"
"CDH22","64405"
"HEATR6","63897"
"LINC00930","100144604"
"ARHGAP1","392"
"GALNT16","57452"
"MIR2682","100616452"
"HEATR3","55027"
"SCAF4","57466"
"ZNF165","7718"
"PCAT19","100505495"
"RPS16P5","647190"
"ICAM5","7087"
"NAB2","4665"
"SNORA5C","677796"
"ZMYND19","116225"
"ITPRIPL2","162073"
"ZNF799","90576"
"PCDHGA3","56112"
"FBXL16","146330"
"KCNK13","56659"
"HNRNPUL1","11100"
"UNC13B","10497"
"ZNF226","7769"
"PMF1-BGLAP","100527963"
"RUNDC1","146923"
"MAP1LC3A","84557"
"CORO1B","57175"
"P2RY13","53829"
"ADAP2","55803"
"DCAF4","26094"
"DHTKD1","55526"
"GRIK1","2897"
"BLNK","29760"
"MALINC1","100505636"
"GPR107","57720"
"ARHGAP19-SLIT1","100533184"
"ILKAP","80895"
"TDRP","157695"
"AURKA","6790"
"SLC35E4","339665"
"SPIN2B","474343"
"LOC100507351","100507351"
"SAP30BP","29115"
"LOXL1","4016"
"PRPF39","55015"
"DSN1","79980"
"ZNF185","7739"
"MIR1255A","100302193"
"CORO1A","11151"
"KIF27","55582"
"MIR761","100313892"
"WAC-AS1","220906"
"CDYL","9425"
"STOML1","9399"
"DNAJB5","25822"
"PMS2P2","5380"
"RTN4RL2","349667"
"GRWD1","83743"
"IRS1","3667"
"RBM26","64062"
"PSMG1","8624"
"NR2F2-AS1","644192"
"CD226","10666"
"ASIC2","40"
"IRAK2","3656"
"SLC35A4","113829"
"CLIP3","25999"
"PRC1","9055"
"TCERG1L","256536"
"SLC37A3","84255"
"TFB2M","64216"
"LINC02282","105370424"
"PIN1P1","5301"
"NSMCE3","56160"
"MIR2355","100423036"
"ITFG2-AS1","283440"
"SEMA6B","10501"
"PMM1","5372"
"SMURF2","64750"
"EIF6","3692"
"CD109","135228"
"CEP112","201134"
"CRB2","286204"
"ZNF689","115509"
"EHMT2","10919"
"KRT31","3881"
"POMZP3","22932"
"CXXC4-AS1","101929468"
"SECISBP2","79048"
"GABBR1","2550"
"KIN","22944"
"INVS","27130"
"SNORA46","677827"
"SNORD63B","109617013"
"SWI5","375757"
"MIR1267","100302286"
"ASXL3","80816"
"LRRFIP2","9209"
"CRIM1","51232"
"BRF2","55290"
"TMEM130","222865"
"MACF1","23499"
"TIMM22","29928"
"SLFN12","55106"
"PIH1D1","55011"
"MIR3175","100422995"
"TIMM29","90580"
"DET1","55070"
"ZNF649","65251"
"PRRC2B","84726"
"GYG1","2992"
"PDZD2","23037"
"LINC02362","102723766"
"LINC01606","100507651"
"HAUS8","93323"
"SLC16A2","6567"
"PLEKHJ1","55111"
"ZNF511","118472"
"FKBPL","63943"
"VPS37C","55048"
"CLPTM1","1209"
"FCHO1","23149"
"TNFRSF11A","8792"
"IFT20","90410"
"BTBD2","55643"
"LMLN","89782"
"GINS2","51659"
"LONRF3","79836"
"ZBTB7A","51341"
"TRMT2B","79979"
"RETREG3","162427"
"CNTNAP5","129684"
"TENM4","26011"
"ANAPC4","29945"
"TTC13","79573"
"C1QTNF7","114905"
"TFIP11","24144"
"ARFGAP2","84364"
"SNRPA","6626"
"HSPBAP1","79663"
"HERC2P11","100996738"
"ZNF250","58500"
"IQCE","23288"
"BHLHE40","8553"
"AJM1","389813"
"CDKN2A","1029"
"A1BG","1"
"LINC00689","154822"
"PCDHGC5","56097"
"GNG7","2788"
"DCAF13P3","100132724"
"DBNDD1","79007"
"TMEM39A","55254"
"PEX3","8504"
"GPR52","9293"
"YPEL1","29799"
"RCOR2","283248"
"TANC2","26115"
"RGPD4","285190"
"SLC32A1","140679"
"PDZRN3","23024"
"ZNF749","388567"
"SEC61A2","55176"
"NUP107","57122"
"ZNF543","125919"
"C11orf98","102288414"
"MRPL4","51073"
"PDCD6","10016"
"SNORD114-6","767582"
"GJB3","2707"
"SGMS2","166929"
"ECI1","1632"
"PLD6","201164"
"PPIL3","53938"
"SKIDA1","387640"
"MED8","112950"
"COPE","11316"
"PSD","5662"
"UROS","7390"
"SNORA33","594839"
"SLC25A44","9673"
"DLGAP4","22839"
"CHRM1","1128"
"TMEM218","219854"
"TRIM6","117854"
"MIR6717","102465428"
"TMEM121","80757"
"ZNF852","285346"
"TMEM256","254863"
"TMEM14B","81853"
"LINC01378","103689918"
"ZWINT","11130"
"NIN","51199"
"LOC100129434","100129434"
"CMTM1","113540"
"POLR2H","5437"
"BCAR1","9564"
"XRN1","54464"
"MIR8082","102465878"
"KCNQ2","3785"
"ERVK3-1","105372481"
"THAP7","80764"
"PRPF8","10594"
"ANKRD44-IT1","101927547"
"RPRML","388394"
"TAGLN","6876"
"PCF11-AS1","106736475"
"GAL3ST3","89792"
"PINX1","54984"
"LCMT1-AS1","102723510"
"CTSF","8722"
"OR2AK2","391191"
"CCDC107","203260"
"CCDC106","29903"
"LINC01220","731223"
"BACH1-IT3","54147"
"CNOT10","25904"
"PAN3","255967"
"CYC1","1537"
"ZNF155","7711"
"SH3GLB2","56904"
"NFATC2","4773"
"ARHGEF9-IT1","100874355"
"GPD1","2819"
"PPP1R14B","26472"
"ERAL1","26284"
"FBXO42","54455"
"SLC18B1","116843"
"RTL8B","441518"
"TRAPPC5","126003"
"KCNC4","3749"
"GOLGA6C","653641"
"DKK2","27123"
"ATRAID","51374"
"EIF4EBP3","8637"
"MRPL10","124995"
"TLE1","7088"
"RAD51B","5890"
"LOC100506071","100506071"
"ZW10","9183"
"TMEM115","11070"
"LINC00326","285735"
"DHPS","1725"
"ERMAP","114625"
"NSUN5","55695"
"TRIM27","5987"
"ARHGEF10","9639"
"RFTN1","23180"
"MRPL32","64983"
"TPRKB","51002"
"VPS13D","55187"
"ARHGAP44","9912"
"RAD51AP1","10635"
"MAPKAPK3","7867"
"RPS14P3","644068"
"PLCB1-IT1","100874337"
"NEU3","10825"
"MIR221","407006"
"PIP4P1","90809"
"RALGAPA2","57186"
"LINC01586","101929743"
"TRAPPC4","51399"
"FICD","11153"
"LOC100506023","100506023"
"FOXN3-AS1","400236"
"NCAPH","23397"
"RAD18","56852"
"RPAIN","84268"
"ZNF222","7673"
"DCT","1638"
"IGSF21","84966"
"RPAP1","26015"
"PITPNM3","83394"
"ZNF503","84858"
"DOCK3","1795"
"TMUB1","83590"
"TFE3","7030"
"NISCH","11188"
"CTTNBP2","83992"
"MIR6789","102466736"
"SENP3-EIF4A1","100533955"
"ZNF17","7565"
"MGAT1","4245"
"CELF1","10658"
"TRMO","51531"
"LRCH3","84859"
"BRSK1","84446"
"SBF2","81846"
"ITM2A","9452"
"VAC14","55697"
"MTOR","2475"
"GPR75-ASB3","100302652"
"NBDY","550643"
"TRAF3IP1","26146"
"ETFBKMT","254013"
"POLG","5428"
"SLC35C1","55343"
"EXOC3","11336"
"AKT1","207"
"NCF4","4689"
"ASS1","445"
"KREMEN1","83999"
"FCGR3A","2214"
"TMEM198B","440104"
"SPICE1","152185"
"GUCD1","83606"
"INTS14","81556"
"NR2C2AP","126382"
"MIR5187","100847090"
"ZNF358","140467"
"GABPB1-IT1","55056"
"TPK1","27010"
"DAB1","1600"
"EIF1AD","84285"
"GPR89A","653519"
"CBFA2T2","9139"
"SLC25A1","6576"
"PTK2B","2185"
"MALAT1","378938"
"PTPRG-AS1","100506994"
"SEC14L5","9717"
"RNASEK","440400"
"SORCS1","114815"
"TNFAIP8","25816"
"TMUB2","79089"
"AGO1","26523"
"PI4K2A","55361"
"ORMDL2","29095"
"TBL2","26608"
"CYB561A3","220002"
"MDP1","145553"
"SLC25A15","10166"
"ZNF345","25850"
"PARVA","55742"
"CCR1","1230"
"TMEM67","91147"
"TMEM127","55654"
"AK2","204"
"USP24","23358"
"TET3","200424"
"SLC35F6","54978"
"MCM3AP-AS1","114044"
"GRTP1","79774"
"MYO18A","399687"
"PTRHD1","391356"
"PDPR","55066"
"SAMD14","201191"
"CDC34","997"
"FANCM","57697"
"NFASC","23114"
"MRPS2","51116"
"BDNF","627"
"SLC2A8","29988"
"ZNF646","9726"
"NAV1","89796"
"METTL6","131965"
"NDUFB11","54539"
"HPS6","79803"
"VAT1","10493"
"TOR3A","64222"
"POLD1","5424"
"POP1","10940"
"KIAA0930","23313"
"NDNF","79625"
"FAM181A-AS1","283592"
"TSPAN18","90139"
"RHO","6010"
"MFSD5","84975"
"SCAND1","51282"
"SNRNP40","9410"
"ARHGAP45","23526"
"ACOT7","11332"
"INO80B-WBP1","100532735"
"MICAL2","9645"
"MAGEE1","57692"
"MEGF8","1954"
"LONP1","9361"
"RAB3IL1","5866"
"GGCX","2677"
"URM1","81605"
"UMODL1","89766"
"TRMT11","60487"
"CPAMD8","27151"
"LUC7L3","51747"
"ZNF782","158431"
"FAM149A","25854"
"LSM5","23658"
"HAUS4","54930"
"KCNK3","3777"
"KLF4","9314"
"EPOP","100170841"
"ICA1L","130026"
"PHB2","11331"
"RASGRP4","115727"
"TMEM205","374882"
"C11orf54","28970"
"OCLN","100506658"
"DCLK2","166614"
"ASB3","51130"
"MCM5","4174"
"CCNK","8812"
"INMT","11185"
"MIR3128","100422824"
"PCOTH","542767"
"ABCF1","23"
"FAT4","79633"
"LINC00339","29092"
"LILRB1","10859"
"CSMD3","114788"
"DPY19L2P4","442523"
"UBAP2","55833"
"PSMC4","5704"
"LOC105369147","105369147"
"MIR2052HG","441355"
"STK32C","282974"
"OCIAD2","132299"
"LOC400682","400682"
"DTX3L","151636"
"PRIMPOL","201973"
"TMEM200C","645369"
"SLC46A1","113235"
"RAB35","11021"
"BAIAP2","10458"
"HSD11B1L","374875"
"KAT6B","23522"
"AMER3","205147"
"ECM1","1893"
"OPRL1","4987"
"P3H2","55214"
"KIAA0319","9856"
"ZNF529-AS1","101927599"
"TSHZ3","57616"
"KLHL26","55295"
"SNORD114-23","767603"
"RNF216P1","441191"
"TMBIM1","64114"
"MIR548H4","100313884"
"AKAIN1","642597"
"CACNG7","59284"
"STK40","83931"
"SLC2A9","56606"
"ODR4","54953"
"MIR5190","100847080"
"SNORD115-45","100036566"
"FLJ38576","651430"
"RAB3A","5864"
"SNORD116-25","100033436"
"FAM106B","100996259"
"NDUFS3","4722"
"CCAR2","57805"
"FCGRT","2217"
"FAM98C","147965"
"PDE9A","5152"
"TRIM58","25893"
"PXMP4","11264"
"EMID1","129080"
"LINC00899","100271722"
"AKR1E2","83592"
"ERF","2077"
"MGC16275","85001"
"UNC119B","84747"
"YTHDF1","54915"
"KATNA1","11104"
"XPNPEP1","7511"
"CATSPERB","79820"
"PLEKHM1","9842"
"TSPAN17","26262"
"HDHD5","27440"
"SELENOH","280636"
"TRIM61","391712"
"FASTKD3","79072"
"BTAF1","9044"
"TAPT1-AS1","202020"
"SPECC1L-ADORA2A","101730217"
"MEAT6","105378111"
"TTBK1","84630"
"SPATA2","9825"
"EFHC1","114327"
"C2orf68","388969"
"TRAPPC6A","79090"
"HLA-DMA","3108"
"RAF1","5894"
"PARL","55486"
"IRF2BP1","26145"
"REEP4","80346"
"LENG9","94059"
"SHROOM3","57619"
"LRP10","26020"
"NELFCD","51497"
"MIR23C","100500809"
"HAR1A","768096"
"PHF21A","51317"
"HSPA7","3311"
"LINC00900","283143"
"CHST11","50515"
"CHMP1A","5119"
"ZCCHC14","23174"
"PKIG","11142"
"NSUN4","387338"
"MAEA","10296"
"IAH1","285148"
"SUSD1","64420"
"SHISA9","729993"
"BOLA3","388962"
"PCTP","58488"
"LPAR6","10161"
"ZBTB25","7597"
"MIR770","768222"
"GPATCH1","55094"
"ZNF23","7571"
"ZNF408","79797"
"SIK3","23387"
"ZNF385C","201181"
"SPEF1","25876"
"CRYZL2P","730102"
"STX10","8677"
"APPL2","55198"
"TMEM187","8269"
"ABCF3","55324"
"BSDC1","55108"
"NFKBIZ","64332"
"ZNF207","7756"
"C5orf34","375444"
"CIAPIN1","57019"
"TAOK2","9344"
"SMIM18","100507341"
"ZNF444","55311"
"ADAT1","23536"
"FBN2","2201"
"AUP1","550"
"UBN1","29855"
"APRT","353"
"RHOV","171177"
"SLC25A43","203427"
"ARHGEF26","26084"
"MRPS11","64963"
"LOC102725080","102725080"
"LINC00869","57234"
"EXOSC4","54512"
"RIC3","79608"
"SCAMP2","10066"
"APOL6","80830"
"TSSC2","650368"
"DGCR5","26220"
"SUGCT","79783"
"RABL6","55684"
"WTIP","126374"
"NAPA","8775"
"FOSL2","2355"
"CNPY2","10330"
"LOC401478","401478"
"CARHSP1","23589"
"NEMP1","23306"
"ST3GAL1","6482"
"POP5","51367"
"DLGAP3","58512"
"LOC105374344","105374344"
"PRPF4","9128"
"NEK5","341676"
"ACE2","59272"
"KLLN","100144748"
